"","workerid","story_index","story","language","education","assess","OS","Browser","comments","lab_name","mouse_name","age","gender","enjoyment","screenW","screenH","variable","rating","version"
"168",0,1,"story1","English",1,"Yes","Windows","Firefox","","Ronald","Nanber",24,"Female",1,1920,1080,"A",0.03,"counterfactual"
"169",0,2,"story2","English",1,"Yes","Windows","Firefox","","Harold","Weyland",24,"Female",1,1920,1080,"A",0.86,"counterfactual"
"170",0,2,"story2","English",1,"Yes","Windows","Firefox","","Harold","Weyland",24,"Female",1,1920,1080,"B",0.1,"counterfactual"
"171",0,2,"story2","English",1,"Yes","Windows","Firefox","","Harold","Weyland",24,"Female",1,1920,1080,"C",0.09,"counterfactual"
"172",0,3,"story3b","English",1,"Yes","Windows","Firefox","","Ilana","Gostak",24,"Female",1,1920,1080,"B",0.425,"counterfactual"
"173",0,3,"story3b","English",1,"Yes","Windows","Firefox","","Ilana","Gostak",24,"Female",1,1920,1080,"C",0.355,"counterfactual"
"174",0,3,"story3b","English",1,"Yes","Windows","Firefox","","Ilana","Gostak",24,"Female",1,1920,1080,"A",0.13,"counterfactual"
"175",0,6,"story6","English",1,"Yes","Windows","Firefox","","Nellie","Tondam",24,"Female",1,1920,1080,"B",0.275,"counterfactual"
"176",0,6,"story6","English",1,"Yes","Windows","Firefox","","Nellie","Tondam",24,"Female",1,1920,1080,"C",0.82,"counterfactual"
"177",0,6,"story6","English",1,"Yes","Windows","Firefox","","Nellie","Tondam",24,"Female",1,1920,1080,"A",0.74,"counterfactual"
"178",0,5,"story5","English",1,"Yes","Windows","Firefox","","Martha","Phroxis",24,"Female",1,1920,1080,"D",0.31,"counterfactual"
"179",0,5,"story5","English",1,"Yes","Windows","Firefox","","Martha","Phroxis",24,"Female",1,1920,1080,"B",0.17,"counterfactual"
"180",0,5,"story5","English",1,"Yes","Windows","Firefox","","Martha","Phroxis",24,"Female",1,1920,1080,"A",0.65,"counterfactual"
"181",0,5,"story5","English",1,"Yes","Windows","Firefox","","Martha","Phroxis",24,"Female",1,1920,1080,"C",0.18,"counterfactual"
"182",0,4,"story4","English",1,"Yes","Windows","Firefox","","Frank","Snarp",24,"Female",1,1920,1080,"A",0.9,"counterfactual"
"183",0,4,"story4","English",1,"Yes","Windows","Firefox","","Frank","Snarp",24,"Female",1,1920,1080,"B",0.885,"counterfactual"
"184",0,4,"story4","English",1,"Yes","Windows","Firefox","","Frank","Snarp",24,"Female",1,1920,1080,"C",0.94,"counterfactual"
"185",0,4,"story4","English",1,"Yes","Windows","Firefox","","Frank","Snarp",24,"Female",1,1920,1080,"D",0.975,"counterfactual"
"186",1,2,"story2","English",1,"Yes","Windows","Chrome","","Ilana","Phroxis",29,"Male",1,1920,1080,"C",0.94,"counterfactual"
"187",1,2,"story2","English",1,"Yes","Windows","Chrome","","Ilana","Phroxis",29,"Male",1,1920,1080,"A",0.89,"counterfactual"
"188",1,2,"story2","English",1,"Yes","Windows","Chrome","","Ilana","Phroxis",29,"Male",1,1920,1080,"B",0.05,"counterfactual"
"189",1,5,"story5","English",1,"Yes","Windows","Chrome","","Nellie","Wrean",29,"Male",1,1920,1080,"A",0.775,"counterfactual"
"190",1,5,"story5","English",1,"Yes","Windows","Chrome","","Nellie","Wrean",29,"Male",1,1920,1080,"B",0.225,"counterfactual"
"191",1,5,"story5","English",1,"Yes","Windows","Chrome","","Nellie","Wrean",29,"Male",1,1920,1080,"C",0.13,"counterfactual"
"192",1,5,"story5","English",1,"Yes","Windows","Chrome","","Nellie","Wrean",29,"Male",1,1920,1080,"D",0.085,"counterfactual"
"193",1,1,"story1","English",1,"Yes","Windows","Chrome","","Martha","Weyland",29,"Male",1,1920,1080,"B",0.245,"counterfactual"
"194",1,1,"story1","English",1,"Yes","Windows","Chrome","","Martha","Weyland",29,"Male",1,1920,1080,"A",0.935,"counterfactual"
"195",1,6,"story6","English",1,"Yes","Windows","Chrome","","Ronald","Runcible",29,"Male",1,1920,1080,"A",0.85,"counterfactual"
"196",1,6,"story6","English",1,"Yes","Windows","Chrome","","Ronald","Runcible",29,"Male",1,1920,1080,"C",0.9,"counterfactual"
"197",1,6,"story6","English",1,"Yes","Windows","Chrome","","Ronald","Runcible",29,"Male",1,1920,1080,"B",0.905,"counterfactual"
"198",1,3,"story3a","English",1,"Yes","Windows","Chrome","","Albert","Tondam",29,"Male",1,1920,1080,"B",0.205,"counterfactual"
"199",1,3,"story3a","English",1,"Yes","Windows","Chrome","","Albert","Tondam",29,"Male",1,1920,1080,"A",0.125,"counterfactual"
"200",1,4,"story4","English",1,"Yes","Windows","Chrome","","Florence","Nanber",29,"Male",1,1920,1080,"C",0.915,"counterfactual"
"201",1,4,"story4","English",1,"Yes","Windows","Chrome","","Florence","Nanber",29,"Male",1,1920,1080,"B",0.865,"counterfactual"
"202",1,4,"story4","English",1,"Yes","Windows","Chrome","","Florence","Nanber",29,"Male",1,1920,1080,"A",0.95,"counterfactual"
"203",1,4,"story4","English",1,"Yes","Windows","Chrome","","Florence","Nanber",29,"Male",1,1920,1080,"D",0.97,"counterfactual"
"204",2,5,"story5","english",1,"Yes","Windows","Chrome","this was very interesting! I didn&quotechart really understand the ""if A was present, would A also be present"" type questions, because they seemed either very obvious or secretly tricky","Nellie","Snarp",27,"Female",2,1600,900,"C",0.96,"counterfactual"
"205",2,5,"story5","english",1,"Yes","Windows","Chrome","this was very interesting! I didn&quotechart really understand the ""if A was present, would A also be present"" type questions, because they seemed either very obvious or secretly tricky","Nellie","Snarp",27,"Female",2,1600,900,"A",0.135,"counterfactual"
"206",2,5,"story5","english",1,"Yes","Windows","Chrome","this was very interesting! I didn&quotechart really understand the ""if A was present, would A also be present"" type questions, because they seemed either very obvious or secretly tricky","Nellie","Snarp",27,"Female",2,1600,900,"B",0.32,"counterfactual"
"207",2,5,"story5","english",1,"Yes","Windows","Chrome","this was very interesting! I didn&quotechart really understand the ""if A was present, would A also be present"" type questions, because they seemed either very obvious or secretly tricky","Nellie","Snarp",27,"Female",2,1600,900,"D",0,"counterfactual"
"208",2,3,"story3a","english",1,"Yes","Windows","Chrome","this was very interesting! I didn&quotechart really understand the ""if A was present, would A also be present"" type questions, because they seemed either very obvious or secretly tricky","Ilana","Nanber",27,"Female",2,1600,900,"A",0.085,"counterfactual"
"209",2,3,"story3a","english",1,"Yes","Windows","Chrome","this was very interesting! I didn&quotechart really understand the ""if A was present, would A also be present"" type questions, because they seemed either very obvious or secretly tricky","Ilana","Nanber",27,"Female",2,1600,900,"B",0.985,"counterfactual"
"210",2,1,"story1","english",1,"Yes","Windows","Chrome","this was very interesting! I didn&quotechart really understand the ""if A was present, would A also be present"" type questions, because they seemed either very obvious or secretly tricky","Martha","Phroxis",27,"Female",2,1600,900,"B",0.2,"counterfactual"
"211",2,1,"story1","english",1,"Yes","Windows","Chrome","this was very interesting! I didn&quotechart really understand the ""if A was present, would A also be present"" type questions, because they seemed either very obvious or secretly tricky","Martha","Phroxis",27,"Female",2,1600,900,"A",0.065,"counterfactual"
"212",2,2,"story2","english",1,"Yes","Windows","Chrome","this was very interesting! I didn&quotechart really understand the ""if A was present, would A also be present"" type questions, because they seemed either very obvious or secretly tricky","Frank","Tondam",27,"Female",2,1600,900,"B",0.035,"counterfactual"
"213",2,2,"story2","english",1,"Yes","Windows","Chrome","this was very interesting! I didn&quotechart really understand the ""if A was present, would A also be present"" type questions, because they seemed either very obvious or secretly tricky","Frank","Tondam",27,"Female",2,1600,900,"C",0,"counterfactual"
"214",2,2,"story2","english",1,"Yes","Windows","Chrome","this was very interesting! I didn&quotechart really understand the ""if A was present, would A also be present"" type questions, because they seemed either very obvious or secretly tricky","Frank","Tondam",27,"Female",2,1600,900,"A",0.2,"counterfactual"
"215",2,6,"story6","english",1,"Yes","Windows","Chrome","this was very interesting! I didn&quotechart really understand the ""if A was present, would A also be present"" type questions, because they seemed either very obvious or secretly tricky","Ronald","Gostak",27,"Female",2,1600,900,"A",0.965,"counterfactual"
"216",2,6,"story6","english",1,"Yes","Windows","Chrome","this was very interesting! I didn&quotechart really understand the ""if A was present, would A also be present"" type questions, because they seemed either very obvious or secretly tricky","Ronald","Gostak",27,"Female",2,1600,900,"C",0.71,"counterfactual"
"217",2,6,"story6","english",1,"Yes","Windows","Chrome","this was very interesting! I didn&quotechart really understand the ""if A was present, would A also be present"" type questions, because they seemed either very obvious or secretly tricky","Ronald","Gostak",27,"Female",2,1600,900,"B",0.965,"counterfactual"
"218",2,4,"story4","english",1,"Yes","Windows","Chrome","this was very interesting! I didn&quotechart really understand the ""if A was present, would A also be present"" type questions, because they seemed either very obvious or secretly tricky","Florence","Weyland",27,"Female",2,1600,900,"A",1,"counterfactual"
"219",2,4,"story4","english",1,"Yes","Windows","Chrome","this was very interesting! I didn&quotechart really understand the ""if A was present, would A also be present"" type questions, because they seemed either very obvious or secretly tricky","Florence","Weyland",27,"Female",2,1600,900,"C",0.98,"counterfactual"
"220",2,4,"story4","english",1,"Yes","Windows","Chrome","this was very interesting! I didn&quotechart really understand the ""if A was present, would A also be present"" type questions, because they seemed either very obvious or secretly tricky","Florence","Weyland",27,"Female",2,1600,900,"B",1,"counterfactual"
"221",2,4,"story4","english",1,"Yes","Windows","Chrome","this was very interesting! I didn&quotechart really understand the ""if A was present, would A also be present"" type questions, because they seemed either very obvious or secretly tricky","Florence","Weyland",27,"Female",2,1600,900,"D",0.68,"counterfactual"
"222",3,4,"story4","english",4,"Yes","Windows","Chrome","","Frank","Muckenhoupt",27,"Male",0,1920,1080,"D",0.69,"counterfactual"
"223",3,4,"story4","english",4,"Yes","Windows","Chrome","","Frank","Muckenhoupt",27,"Male",0,1920,1080,"B",0.275,"counterfactual"
"224",3,4,"story4","english",4,"Yes","Windows","Chrome","","Frank","Muckenhoupt",27,"Male",0,1920,1080,"A",0.28,"counterfactual"
"225",3,4,"story4","english",4,"Yes","Windows","Chrome","","Frank","Muckenhoupt",27,"Male",0,1920,1080,"C",0.995,"counterfactual"
"226",3,2,"story2","english",4,"Yes","Windows","Chrome","","Martha","Gostak",27,"Male",0,1920,1080,"A",0.215,"counterfactual"
"227",3,2,"story2","english",4,"Yes","Windows","Chrome","","Martha","Gostak",27,"Male",0,1920,1080,"C",0.76,"counterfactual"
"228",3,2,"story2","english",4,"Yes","Windows","Chrome","","Martha","Gostak",27,"Male",0,1920,1080,"B",0.2,"counterfactual"
"229",3,3,"story3b","english",4,"Yes","Windows","Chrome","","Fred","Snarp",27,"Male",0,1920,1080,"B",0.43,"counterfactual"
"230",3,3,"story3b","english",4,"Yes","Windows","Chrome","","Fred","Snarp",27,"Male",0,1920,1080,"C",0.98,"counterfactual"
"231",3,3,"story3b","english",4,"Yes","Windows","Chrome","","Fred","Snarp",27,"Male",0,1920,1080,"A",0.02,"counterfactual"
"232",3,1,"story1","english",4,"Yes","Windows","Chrome","","Nellie","Nanber",27,"Male",0,1920,1080,"B",0.79,"counterfactual"
"233",3,1,"story1","english",4,"Yes","Windows","Chrome","","Nellie","Nanber",27,"Male",0,1920,1080,"A",0.785,"counterfactual"
"234",3,5,"story5","english",4,"Yes","Windows","Chrome","","Harold","Tondam",27,"Male",0,1920,1080,"A",0.305,"counterfactual"
"235",3,5,"story5","english",4,"Yes","Windows","Chrome","","Harold","Tondam",27,"Male",0,1920,1080,"D",0.73,"counterfactual"
"236",3,5,"story5","english",4,"Yes","Windows","Chrome","","Harold","Tondam",27,"Male",0,1920,1080,"C",0.27,"counterfactual"
"237",3,5,"story5","english",4,"Yes","Windows","Chrome","","Harold","Tondam",27,"Male",0,1920,1080,"B",0.29,"counterfactual"
"238",3,6,"story6","english",4,"Yes","Windows","Chrome","","Ronald","Wrean",27,"Male",0,1920,1080,"C",0.28,"counterfactual"
"239",3,6,"story6","english",4,"Yes","Windows","Chrome","","Ronald","Wrean",27,"Male",0,1920,1080,"B",0.75,"counterfactual"
"240",3,6,"story6","english",4,"Yes","Windows","Chrome","","Ronald","Wrean",27,"Male",0,1920,1080,"A",0.275,"counterfactual"
"241",4,5,"story5","english",2,"Yes","Windows","Chrome","I read the instructions and I think I did the hit correctly but I am not very sure. ","Frank","Weyland",31,"Male",2,1280,768,"A",0,"counterfactual"
"242",4,5,"story5","english",2,"Yes","Windows","Chrome","I read the instructions and I think I did the hit correctly but I am not very sure. ","Frank","Weyland",31,"Male",2,1280,768,"C",0,"counterfactual"
"243",4,5,"story5","english",2,"Yes","Windows","Chrome","I read the instructions and I think I did the hit correctly but I am not very sure. ","Frank","Weyland",31,"Male",2,1280,768,"D",0,"counterfactual"
"244",4,5,"story5","english",2,"Yes","Windows","Chrome","I read the instructions and I think I did the hit correctly but I am not very sure. ","Frank","Weyland",31,"Male",2,1280,768,"B",0.13,"counterfactual"
"245",4,6,"story6","english",2,"Yes","Windows","Chrome","I read the instructions and I think I did the hit correctly but I am not very sure. ","Nellie","Gostak",31,"Male",2,1280,768,"A",0.895,"counterfactual"
"246",4,6,"story6","english",2,"Yes","Windows","Chrome","I read the instructions and I think I did the hit correctly but I am not very sure. ","Nellie","Gostak",31,"Male",2,1280,768,"B",1,"counterfactual"
"247",4,6,"story6","english",2,"Yes","Windows","Chrome","I read the instructions and I think I did the hit correctly but I am not very sure. ","Nellie","Gostak",31,"Male",2,1280,768,"C",0.875,"counterfactual"
"248",4,4,"story4","english",2,"Yes","Windows","Chrome","I read the instructions and I think I did the hit correctly but I am not very sure. ","Florence","Snarp",31,"Male",2,1280,768,"B",0.75,"counterfactual"
"249",4,4,"story4","english",2,"Yes","Windows","Chrome","I read the instructions and I think I did the hit correctly but I am not very sure. ","Florence","Snarp",31,"Male",2,1280,768,"C",1,"counterfactual"
"250",4,4,"story4","english",2,"Yes","Windows","Chrome","I read the instructions and I think I did the hit correctly but I am not very sure. ","Florence","Snarp",31,"Male",2,1280,768,"D",1,"counterfactual"
"251",4,4,"story4","english",2,"Yes","Windows","Chrome","I read the instructions and I think I did the hit correctly but I am not very sure. ","Florence","Snarp",31,"Male",2,1280,768,"A",0.745,"counterfactual"
"252",4,1,"story1","english",2,"Yes","Windows","Chrome","I read the instructions and I think I did the hit correctly but I am not very sure. ","Harold","Phroxis",31,"Male",2,1280,768,"A",0.5,"counterfactual"
"253",4,1,"story1","english",2,"Yes","Windows","Chrome","I read the instructions and I think I did the hit correctly but I am not very sure. ","Harold","Phroxis",31,"Male",2,1280,768,"B",0.475,"counterfactual"
"254",4,3,"story3b","english",2,"Yes","Windows","Chrome","I read the instructions and I think I did the hit correctly but I am not very sure. ","Fred","Nanber",31,"Male",2,1280,768,"A",0,"counterfactual"
"255",4,3,"story3b","english",2,"Yes","Windows","Chrome","I read the instructions and I think I did the hit correctly but I am not very sure. ","Fred","Nanber",31,"Male",2,1280,768,"C",0.935,"counterfactual"
"256",4,3,"story3b","english",2,"Yes","Windows","Chrome","I read the instructions and I think I did the hit correctly but I am not very sure. ","Fred","Nanber",31,"Male",2,1280,768,"B",0.985,"counterfactual"
"257",4,2,"story2","english",2,"Yes","Windows","Chrome","I read the instructions and I think I did the hit correctly but I am not very sure. ","Albert","Tondam",31,"Male",2,1280,768,"B",0.93,"counterfactual"
"258",4,2,"story2","english",2,"Yes","Windows","Chrome","I read the instructions and I think I did the hit correctly but I am not very sure. ","Albert","Tondam",31,"Male",2,1280,768,"C",0,"counterfactual"
"259",4,2,"story2","english",2,"Yes","Windows","Chrome","I read the instructions and I think I did the hit correctly but I am not very sure. ","Albert","Tondam",31,"Male",2,1280,768,"A",0.1,"counterfactual"
"260",5,5,"story5","Chinese",3,"Confused","Windows","Chrome","","Ronald","Snarp",24,"Male",0,1920,1080,"B",0.525,"counterfactual"
"261",5,5,"story5","Chinese",3,"Confused","Windows","Chrome","","Ronald","Snarp",24,"Male",0,1920,1080,"C",0.005,"counterfactual"
"262",5,5,"story5","Chinese",3,"Confused","Windows","Chrome","","Ronald","Snarp",24,"Male",0,1920,1080,"D",0.035,"counterfactual"
"263",5,5,"story5","Chinese",3,"Confused","Windows","Chrome","","Ronald","Snarp",24,"Male",0,1920,1080,"A",0.11,"counterfactual"
"264",5,3,"story3b","Chinese",3,"Confused","Windows","Chrome","","Florence","Muckenhoupt",24,"Male",0,1920,1080,"A",0.005,"counterfactual"
"265",5,3,"story3b","Chinese",3,"Confused","Windows","Chrome","","Florence","Muckenhoupt",24,"Male",0,1920,1080,"C",0.36,"counterfactual"
"266",5,3,"story3b","Chinese",3,"Confused","Windows","Chrome","","Florence","Muckenhoupt",24,"Male",0,1920,1080,"B",0.22,"counterfactual"
"267",5,2,"story2","Chinese",3,"Confused","Windows","Chrome","","Martha","Weyland",24,"Male",0,1920,1080,"C",0.01,"counterfactual"
"268",5,2,"story2","Chinese",3,"Confused","Windows","Chrome","","Martha","Weyland",24,"Male",0,1920,1080,"B",0.01,"counterfactual"
"269",5,2,"story2","Chinese",3,"Confused","Windows","Chrome","","Martha","Weyland",24,"Male",0,1920,1080,"A",0.97,"counterfactual"
"270",5,6,"story6","Chinese",3,"Confused","Windows","Chrome","","Albert","Gostak",24,"Male",0,1920,1080,"A",0.965,"counterfactual"
"271",5,6,"story6","Chinese",3,"Confused","Windows","Chrome","","Albert","Gostak",24,"Male",0,1920,1080,"C",0.915,"counterfactual"
"272",5,6,"story6","Chinese",3,"Confused","Windows","Chrome","","Albert","Gostak",24,"Male",0,1920,1080,"B",1,"counterfactual"
"273",5,1,"story1","Chinese",3,"Confused","Windows","Chrome","","Frank","Phroxis",24,"Male",0,1920,1080,"B",0.075,"counterfactual"
"274",5,1,"story1","Chinese",3,"Confused","Windows","Chrome","","Frank","Phroxis",24,"Male",0,1920,1080,"A",0.005,"counterfactual"
"275",5,4,"story4","Chinese",3,"Confused","Windows","Chrome","","Harold","Runcible",24,"Male",0,1920,1080,"A",0.84,"counterfactual"
"276",5,4,"story4","Chinese",3,"Confused","Windows","Chrome","","Harold","Runcible",24,"Male",0,1920,1080,"B",0.86,"counterfactual"
"277",5,4,"story4","Chinese",3,"Confused","Windows","Chrome","","Harold","Runcible",24,"Male",0,1920,1080,"C",1,"counterfactual"
"278",5,4,"story4","Chinese",3,"Confused","Windows","Chrome","","Harold","Runcible",24,"Male",0,1920,1080,"D",1,"counterfactual"
"279",6,1,"story1","English",1,"Confused","Windows","Chrome","It was a little bit confusing. I hope I did everything correctly.","Ilana","Muckenhoupt",46,"Female",1,1600,900,"B",0.615,"counterfactual"
"280",6,1,"story1","English",1,"Confused","Windows","Chrome","It was a little bit confusing. I hope I did everything correctly.","Ilana","Muckenhoupt",46,"Female",1,1600,900,"A",0.735,"counterfactual"
"281",6,5,"story5","English",1,"Confused","Windows","Chrome","It was a little bit confusing. I hope I did everything correctly.","Florence","Snarp",46,"Female",1,1600,900,"D",0.53,"counterfactual"
"282",6,5,"story5","English",1,"Confused","Windows","Chrome","It was a little bit confusing. I hope I did everything correctly.","Florence","Snarp",46,"Female",1,1600,900,"B",0.41,"counterfactual"
"283",6,5,"story5","English",1,"Confused","Windows","Chrome","It was a little bit confusing. I hope I did everything correctly.","Florence","Snarp",46,"Female",1,1600,900,"A",0.325,"counterfactual"
"284",6,5,"story5","English",1,"Confused","Windows","Chrome","It was a little bit confusing. I hope I did everything correctly.","Florence","Snarp",46,"Female",1,1600,900,"C",0,"counterfactual"
"285",6,6,"story6","English",1,"Confused","Windows","Chrome","It was a little bit confusing. I hope I did everything correctly.","Ronald","Wrean",46,"Female",1,1600,900,"C",0.31,"counterfactual"
"286",6,6,"story6","English",1,"Confused","Windows","Chrome","It was a little bit confusing. I hope I did everything correctly.","Ronald","Wrean",46,"Female",1,1600,900,"A",0.355,"counterfactual"
"287",6,6,"story6","English",1,"Confused","Windows","Chrome","It was a little bit confusing. I hope I did everything correctly.","Ronald","Wrean",46,"Female",1,1600,900,"B",1,"counterfactual"
"288",6,3,"story3a","English",1,"Confused","Windows","Chrome","It was a little bit confusing. I hope I did everything correctly.","Fred","Tondam",46,"Female",1,1600,900,"B",0.245,"counterfactual"
"289",6,3,"story3a","English",1,"Confused","Windows","Chrome","It was a little bit confusing. I hope I did everything correctly.","Fred","Tondam",46,"Female",1,1600,900,"A",0,"counterfactual"
"290",6,2,"story2","English",1,"Confused","Windows","Chrome","It was a little bit confusing. I hope I did everything correctly.","Martha","Gostak",46,"Female",1,1600,900,"A",0.38,"counterfactual"
"291",6,2,"story2","English",1,"Confused","Windows","Chrome","It was a little bit confusing. I hope I did everything correctly.","Martha","Gostak",46,"Female",1,1600,900,"C",0.46,"counterfactual"
"292",6,2,"story2","English",1,"Confused","Windows","Chrome","It was a little bit confusing. I hope I did everything correctly.","Martha","Gostak",46,"Female",1,1600,900,"B",0.375,"counterfactual"
"293",6,4,"story4","English",1,"Confused","Windows","Chrome","It was a little bit confusing. I hope I did everything correctly.","Harold","Phroxis",46,"Female",1,1600,900,"A",0.68,"counterfactual"
"294",6,4,"story4","English",1,"Confused","Windows","Chrome","It was a little bit confusing. I hope I did everything correctly.","Harold","Phroxis",46,"Female",1,1600,900,"D",0.59,"counterfactual"
"295",6,4,"story4","English",1,"Confused","Windows","Chrome","It was a little bit confusing. I hope I did everything correctly.","Harold","Phroxis",46,"Female",1,1600,900,"C",1,"counterfactual"
"296",6,4,"story4","English",1,"Confused","Windows","Chrome","It was a little bit confusing. I hope I did everything correctly.","Harold","Phroxis",46,"Female",1,1600,900,"B",0.34,"counterfactual"
"297",7,2,"story2","English",1,"Yes","Windows","Firefox","I really enjoyed it!","Albert","Snarp",49,"Female",2,1201,678,"A",1,"counterfactual"
"298",7,2,"story2","English",1,"Yes","Windows","Firefox","I really enjoyed it!","Albert","Snarp",49,"Female",2,1201,678,"B",0.01,"counterfactual"
"299",7,2,"story2","English",1,"Yes","Windows","Firefox","I really enjoyed it!","Albert","Snarp",49,"Female",2,1201,678,"C",0.01,"counterfactual"
"300",7,5,"story5","English",1,"Yes","Windows","Firefox","I really enjoyed it!","Harold","Tondam",49,"Female",2,1201,678,"B",0.13,"counterfactual"
"301",7,5,"story5","English",1,"Yes","Windows","Firefox","I really enjoyed it!","Harold","Tondam",49,"Female",2,1201,678,"C",0.015,"counterfactual"
"302",7,5,"story5","English",1,"Yes","Windows","Firefox","I really enjoyed it!","Harold","Tondam",49,"Female",2,1201,678,"A",0.03,"counterfactual"
"303",7,5,"story5","English",1,"Yes","Windows","Firefox","I really enjoyed it!","Harold","Tondam",49,"Female",2,1201,678,"D",0.005,"counterfactual"
"304",7,1,"story1","English",1,"Yes","Windows","Firefox","I really enjoyed it!","Ronald","Muckenhoupt",49,"Female",2,1201,678,"A",0.235,"counterfactual"
"305",7,1,"story1","English",1,"Yes","Windows","Firefox","I really enjoyed it!","Ronald","Muckenhoupt",49,"Female",2,1201,678,"B",0.18,"counterfactual"
"306",7,4,"story4","English",1,"Yes","Windows","Firefox","I really enjoyed it!","Nellie","Wrean",49,"Female",2,1201,678,"D",1,"counterfactual"
"307",7,4,"story4","English",1,"Yes","Windows","Firefox","I really enjoyed it!","Nellie","Wrean",49,"Female",2,1201,678,"A",0.985,"counterfactual"
"308",7,4,"story4","English",1,"Yes","Windows","Firefox","I really enjoyed it!","Nellie","Wrean",49,"Female",2,1201,678,"B",0.99,"counterfactual"
"309",7,4,"story4","English",1,"Yes","Windows","Firefox","I really enjoyed it!","Nellie","Wrean",49,"Female",2,1201,678,"C",0.995,"counterfactual"
"310",7,6,"story6","English",1,"Yes","Windows","Firefox","I really enjoyed it!","Frank","Gostak",49,"Female",2,1201,678,"C",0.93,"counterfactual"
"311",7,6,"story6","English",1,"Yes","Windows","Firefox","I really enjoyed it!","Frank","Gostak",49,"Female",2,1201,678,"A",0.95,"counterfactual"
"312",7,6,"story6","English",1,"Yes","Windows","Firefox","I really enjoyed it!","Frank","Gostak",49,"Female",2,1201,678,"B",0.985,"counterfactual"
"313",7,3,"story3a","English",1,"Yes","Windows","Firefox","I really enjoyed it!","Martha","Weyland",49,"Female",2,1201,678,"B",0.19,"counterfactual"
"314",7,3,"story3a","English",1,"Yes","Windows","Firefox","I really enjoyed it!","Martha","Weyland",49,"Female",2,1201,678,"A",0.015,"counterfactual"
"315",8,6,"story6","English",4,"Yes","Windows","Chrome","","Fred","Nanber",37,"Female",2,1280,720,"B",0.425,"counterfactual"
"316",8,6,"story6","English",4,"Yes","Windows","Chrome","","Fred","Nanber",37,"Female",2,1280,720,"A",0.935,"counterfactual"
"317",8,6,"story6","English",4,"Yes","Windows","Chrome","","Fred","Nanber",37,"Female",2,1280,720,"C",0.815,"counterfactual"
"318",8,2,"story2","English",4,"Yes","Windows","Chrome","","Florence","Weyland",37,"Female",2,1280,720,"B",0,"counterfactual"
"319",8,2,"story2","English",4,"Yes","Windows","Chrome","","Florence","Weyland",37,"Female",2,1280,720,"A",0.165,"counterfactual"
"320",8,2,"story2","English",4,"Yes","Windows","Chrome","","Florence","Weyland",37,"Female",2,1280,720,"C",0.1,"counterfactual"
"321",8,1,"story1","English",4,"Yes","Windows","Chrome","","Harold","Muckenhoupt",37,"Female",2,1280,720,"A",0.075,"counterfactual"
"322",8,1,"story1","English",4,"Yes","Windows","Chrome","","Harold","Muckenhoupt",37,"Female",2,1280,720,"B",0.6,"counterfactual"
"323",8,3,"story3b","English",4,"Yes","Windows","Chrome","","Ronald","Runcible",37,"Female",2,1280,720,"C",0.64,"counterfactual"
"324",8,3,"story3b","English",4,"Yes","Windows","Chrome","","Ronald","Runcible",37,"Female",2,1280,720,"A",0.045,"counterfactual"
"325",8,3,"story3b","English",4,"Yes","Windows","Chrome","","Ronald","Runcible",37,"Female",2,1280,720,"B",0.69,"counterfactual"
"326",8,5,"story5","English",4,"Yes","Windows","Chrome","","Albert","Tondam",37,"Female",2,1280,720,"D",0.075,"counterfactual"
"327",8,5,"story5","English",4,"Yes","Windows","Chrome","","Albert","Tondam",37,"Female",2,1280,720,"B",0.09,"counterfactual"
"328",8,5,"story5","English",4,"Yes","Windows","Chrome","","Albert","Tondam",37,"Female",2,1280,720,"A",0.32,"counterfactual"
"329",8,5,"story5","English",4,"Yes","Windows","Chrome","","Albert","Tondam",37,"Female",2,1280,720,"C",0.04,"counterfactual"
"330",8,4,"story4","English",4,"Yes","Windows","Chrome","","Ilana","Snarp",37,"Female",2,1280,720,"C",0.99,"counterfactual"
"331",8,4,"story4","English",4,"Yes","Windows","Chrome","","Ilana","Snarp",37,"Female",2,1280,720,"D",0.945,"counterfactual"
"332",8,4,"story4","English",4,"Yes","Windows","Chrome","","Ilana","Snarp",37,"Female",2,1280,720,"B",0.935,"counterfactual"
"333",8,4,"story4","English",4,"Yes","Windows","Chrome","","Ilana","Snarp",37,"Female",2,1280,720,"A",0.86,"counterfactual"
"334",0,6,"story6","English",4,"Yes","Windows","Chrome","none","Florence","Muckenhoupt",30,"Male",1,1280,800,"A",0,"counterfactual"
"335",0,6,"story6","English",4,"Yes","Windows","Chrome","none","Florence","Muckenhoupt",30,"Male",1,1280,800,"C",1,"counterfactual"
"336",0,6,"story6","English",4,"Yes","Windows","Chrome","none","Florence","Muckenhoupt",30,"Male",1,1280,800,"B",1,"counterfactual"
"337",0,5,"story5","English",4,"Yes","Windows","Chrome","none","Frank","Gostak",30,"Male",1,1280,800,"D",0,"counterfactual"
"338",0,5,"story5","English",4,"Yes","Windows","Chrome","none","Frank","Gostak",30,"Male",1,1280,800,"C",0,"counterfactual"
"339",0,5,"story5","English",4,"Yes","Windows","Chrome","none","Frank","Gostak",30,"Male",1,1280,800,"A",1,"counterfactual"
"340",0,5,"story5","English",4,"Yes","Windows","Chrome","none","Frank","Gostak",30,"Male",1,1280,800,"B",1,"counterfactual"
"341",0,1,"story1","English",4,"Yes","Windows","Chrome","none","Martha","Runcible",30,"Male",1,1280,800,"B",0.25,"counterfactual"
